Dep,Tof,Nr,DV,T_viol,a2,a4,a6,G2,G3,Range
8200,1300,1,77.5637205137385,0.000205087237148405,-0.111244317045602,0.148867576928296,-0.024418000520162,0.00118296612609269,4.80222059244237,0.7679447172001
8200,1400,1,77.2543966027692,0.000224926362335509,-0.0997953153612792,0.14855620639839,0.0215645194938821,0.000908014405219041,4.94214764880125,0.759451444407498
8200,1500,1,76.6104429082337,8.33733647453982e-05,-0.113056589639036,0.200093650718304,0.111076187873732,-0.000387646927875631,2.36135350286455,0.767944857936519
8200,1600,1,75.398091843038,2.48873767816349e-05,-0.0649342572492714,0.0752683279377998,0.0222081208008521,-0.000155593921318021,2.37823072560274,0.761157177497176
8200,1700,1,75.2509212799068,3.0424972052856e-05,-0.0637146852907968,0.0861767661254197,0.0728522657883475,0.000208762860550226,4.41476793206459,0.760528220306425
8200,1800,1,72.7387935133035,5.10587110369443e-05,-0.0402187401130828,0.018721708228553,0.0439027284437798,0.000522832062491309,1.2007380085796,0.762470581379602
8200,1900,1,71.1632939232636,3.12077784059284e-05,-0.0377447984723064,0.0103437323277263,0.0566834584353905,0.000830496326630515,1.26796752041277,0.764415543910022
8200,2000,1,70.0313292975386,0.000136543727435878,-0.00446808369612821,-0.0828718413428046,0.0369504268012952,0.000982610485434774,1.25606860448795,0.761299573790397
8300,900,1,62.9808320989927,79.3229508139877,-0.0143584128834366,-0.080390831654106,0.0142793198435731,-0.000674063988995574,4.06664844604132,0.769689783530696
8300,1000,1,66.6021721500805,3.19633461032254e-05,-0.00472728045833952,-0.059677626227862,0.00563583091090791,0.000483017847295332,1.33599855296849,0.764973209248535
8300,1100,1,67.6249449162884,91.3879348778474,-0.011711670045712,-0.0449718820341684,-0.00388302799024476,-0.000277726421432451,4.23504142696893,0.769688099056549
8300,1200,1,137.955900687955,0.000147443910236689,0.035448281973755,-0.148248147781431,0.187082737551463,-0.00978651307759024,2.48696362992758,0.759596160822507
8300,1300,1,15642.9901129642,311969.936482447,-0.0100956415771164,0.595983544565913,-0.0296819704523105,0.00880980323756139,0.595624002379537,0.763753152805067
8300,1400,1,74.2816416413358,7.67011730573586e-05,-0.163658281753336,0.26273745619835,0.0566179429442709,-0.000475620785668121,1.80205968935911,0.763640492496999
8300,1500,1,73.0575571898503,1.23422243092364e-05,-0.138727315654942,0.218951117049707,0.0873520146365754,0.000163146323044908,4.61644840496994,0.764416418561994
8300,1600,1,71.8242643033615,0.000136400280936755,-0.126077550009496,0.196957169590757,0.118545816468569,2.96034402815178e-06,3.07776392605177,0.76455223332669
8300,1700,1,70.3962176441051,3.41051901386891e-05,-0.103070245669494,0.145594565636918,0.124631207895461,-0.000371517894771178,4.70865931989549,0.763978988639193
8300,1800,1,68.6655447904848,6.42404135220431e-05,-0.0911254375831596,0.116383093856551,0.141045611106208,0.000642336499073204,1.57350244199485,0.764055813576107
8300,1900,1,69.9466078627193,5.81178031922036e-05,-0.0287785674140085,-0.0373182762503134,0.0889360525572175,-0.000814032232683505,4.71381112890659,0.763219800941777
8300,2000,1,69.5418878518806,0.0144982448968989,-0.0199380371406177,-0.0648907557874448,0.0731305111573546,-0.00120203288098845,4.5011940027154,0.765174734248623
